leg,nPts,length,span,straight,elevation,azimuth,angleToAxis,baseAlong,baseRadial
leg1,5,3.34524168208194,1.51802616673638,0.453786694954616,47.6950298528184,71.7252814253786,42.3049701471816,0.0694797766088439,0.187876780242729
leg2,2,0.942143440572345,0.942143440572345,1,9.37839087036329,-68.5613180925744,80.6216091296367,0.0595622501731517,0.150449298978775
leg3,2,0.84618982769034,0.84618982769034,1,51.5497875199906,-73.2913150660022,38.4502124800094,0.0759020414729646,0.242721357281045
leg4,2,1.02855366593395,1.02855366593395,1,-0.647744718254808,-166.526554893396,90.6477447182548,-0.121519098569556,0.200788769791315
leg5,2,1.03754816186366,1.03754816186366,1,1.874759421029,-140.463080507863,88.125240578971,-0.0820085034698049,0.138908552210444
leg6,2,1.65855671355484,1.65855671355484,1,74.7331166345025,135.263774687479,15.2668833654975,0.0711517607243844,0.149079057940298
leg7,2,1.10247401786998,1.10247401786998,1,50.5953635701709,160.369078539258,39.4046364298291,-0.0824313932968931,0.230511290338053
leg8,2,1.96273370451555,1.96273370451555,1,59.7674101236676,-4.3809994673214,30.2325898763324,0.194304195893863,0.19883318625158
leg9,2,0.465384307167981,0.465384307167981,1,-41.6566042721946,82.0775460575868,131.656604272195,1.12691191638088,0.762618587721792
